6,0.0,2016.0
5,15.977,2016.0
7,15.977,2016.0
11,15.977,2016.0
10,11.983,2016.0
1,11.983,2016.0
4,31.955,2016.0
3,0.0,2016.0
9,27.961,2016.0
0,7.989,2016.0
8,7.989,2016.0
2,15.977,2016.0
11,27.729,2017.0
1,15.845,2017.0
8,11.884,2017.0
3,0.0,2017.0
6,7.923,2017.0
10,11.884,2017.0
0,7.923,2017.0
9,15.845,2017.0
2,15.845,2017.0
4,19.807,2017.0
7,15.845,2017.0
5,31.691,2017.0
1,39.267,2018.0
4,19.634,2018.0
0,27.487,2018.0
8,31.414,2018.0
2,15.707,2018.0
10,23.56,2018.0
7,27.487,2018.0
9,23.56,2018.0
11,19.634,2018.0
5,35.341,2018.0
3,23.56,2018.0
6,19.634,2018.0
5,19.494,2019.0
1,19.494,2019.0
7,15.595,2019.0
2,15.595,2019.0
10,23.393,2019.0
4,35.09,2019.0
8,11.697,2019.0
11,11.697,2019.0
9,7.798,2019.0
0,11.697,2019.0
3,27.292,2019.0
6,23.393,2019.0
5,42.516,2020.0
1,42.516,2020.0
9,27.055,2020.0
7,19.325,2020.0
11,30.92,2020.0
4,23.19,2020.0
8,38.651,2020.0
0,30.92,2020.0
10,23.19,2020.0
3,19.325,2020.0
2,57.976,2020.0
6,61.841,2020.0
5,34.687,2021.0
10,92.5,2021.0
2,57.812,2021.0
9,73.229,2021.0
0,42.396,2021.0
4,53.958,2021.0
8,61.666,2021.0
11,50.104,2021.0
7,57.812,2021.0
3,38.541,2021.0
6,50.104,2021.0
1,38.541,2021.0
5,34.406,2022.0
0,19.114,2022.0
10,19.114,2022.0
2,68.811,2022.0
9,72.634,2022.0
4,72.634,2022.0
8,26.76,2022.0
11,26.76,2022.0
7,53.52,2022.0
3,110.862,2022.0
1,38.228,2022.0
6,30.583,2022.0
5,104.974,2023.0
2,37.491,2023.0
10,41.24,2023.0
9,63.734,2023.0
4,52.487,2023.0
8,78.731,2023.0
11,67.484,2023.0
7,82.48,2023.0
3,86.229,2023.0
1,59.985,2023.0
6,86.229,2023.0
0,104.974,2023.0
11,18.277,2024.0
2,10.966,2024.0
10,25.588,2024.0
9,7.311,2024.0
4,36.554,2024.0
8,36.554,2024.0
7,43.865,2024.0
3,47.52,2024.0
1,25.588,2024.0
0,47.52,2024.0
6,14.622,2024.0
5,25.588,2024.0
5,7.173,2025.0
11,25.106,2025.0
2,14.346,2025.0
10,7.173,2025.0
9,3.587,2025.0
4,21.519,2025.0
8,25.106,2025.0
1,7.173,2025.0
7,17.933,2025.0
0,14.346,2025.0
3,17.933,2025.0
6,21.519,2025.0
4,10.754,2026.0
7,10.754,2026.0
3,7.169,2026.0
